id,price
0,3035.406176214847
1,5343.04367579365
2,9984.034904060243
3,4045.4376754044524
4,1705.618715268836
5,6043.422116462155
6,4759.696675371173
7,4284.66584393395
8,5328.508760143544
9,15739.192994444446
10,4334.4104682147145
11,785.6854308383507
12,2995.6983999999998
13,1612.0250486660777
14,2415.6616124500138
15,1088.0654953156602
16,1444.1162772352425
17,4081.793718270362
18,4179.761814705029
19,911.9318674593555
20,2146.1972512533366
21,5395.0600830687845
22,4194.652736028327
23,583.9105064935064
24,16008.835025301487
25,1100.725888888889
26,621.0787681634148
27,986.7790623958628
28,1637.8026930066446
29,841.7152815442181
30,10139.57720721187
31,540.6666196124862
32,4087.808034741406
33,727.0950963496182
34,657.0638834249947
35,2338.4471212293583
36,6286.323666666666
37,2504.396
38,2879.4178431735068
39,653.888370065235
40,508.5235023994757
41,9200.493656984829
42,888.8658133179025
43,1753.260888888889
44,10440.996176587303
45,2542.969558350214
46,862.9120269702267
47,879.0168750635653
48,1190.1496254691226
49,2829.7652394575534
50,592.4795808955874
51,4575.243454035601
52,2937.1257843889953
53,6890.864640467651
54,5408.8478312758525
55,2219.66012962963
56,8885.462
57,2503.4710215695873
58,4444.857626529871
59,2617.1547551990216
60,1252.2139123934744
61,509.3874827907267
62,7112.957536479405
63,1166.226388095238
64,8977.69720347944
65,17224.920779920885
66,935.0130922515115
67,11691.739081709959
68,5134.438893882789
69,9529.67
70,450.82949677382953
71,647.417480258483
72,879.6088844719087
73,1300.187
74,5197.161969480307
75,1839.5076504178007
76,8952.745621657703
77,13764.005848921748
78,2782.6306772297385
79,6585.843247290344
80,11078.720598446094
81,1962.1127462813342
82,14631.18160828496
83,6536.188193443007
84,820.2050467766556
85,7714.301792213343
86,1006.1550130448538
87,12218.058278035714
88,8480.17075834185
89,13232.860883333335
90,5002.895333770317
91,1362.5256588055458
92,1011.6332797890302
93,914.2496953155068
94,15792.913333333334
95,516.43875
96,14767.490871757886
97,15077.943430020166
98,12615.42586127192
99,638.5690639917086
100,2456.7638071895426
101,766.1947424658568
102,643.1127002625798
103,455.0536867327269
104,1014.7347295236897
105,1638.216523340889
106,1293.296722201551
107,749.8545545634922
108,1089.0533106930106
109,642.8601823576141
110,616.1769927133655
111,1013.0556126655589
112,1928.104367229611
113,1623.962227810691
114,1527.7151640728075
115,5205.57082961926
116,5213.907943329734
117,16202.528609074481
118,493.7655307793702
119,16582.556669482354
120,1332.494858938825
121,1643.2706541870107
122,1119.1073428982468
123,475.88868102861716
124,878.3157105815106
125,1321.1497333333334
126,1142.0884714316471
127,13322.303666666667
128,5205.1742109300685
129,4993.129854893289
130,5975.4457219144415
131,3310.383277777778
132,6825.134648088022
133,1021.964558422545
134,3530.5477555555553
135,1035.8816825234333
136,588.5150561650524
137,7412.420219708993
138,537.4938647298351
139,4369.7642313582355
140,805.233
141,1019.557800980392
142,3622.4027467155643
143,3601.9712821326834
144,741.1576357032635
145,6259.246503255477
146,16025.841033500912
147,5312.186931470796
