id,price
0,3037.2634167249867
1,5324.988285714286
2,9985.198772097936
3,4048.230880291204
4,1703.1803680728474
5,6039.16561251302
6,4761.328348611028
7,4294.682183026596
8,5309.842091755465
9,15687.909583333332
10,4331.808022395663
11,790.6930749999999
12,3000.205
13,1610.5012419219818
14,2414.9342563619502
15,1086.0186647522958
16,1437.2911539404217
17,4067.111273529822
18,4193.104188873237
19,914.4293259543647
20,2146.4857546541775
21,5398.981558333334
22,4184.191153033241
23,582.814
24,16090.33067875477
25,1098.631
26,617.2730099206349
27,985.2102955499573
28,1639.7302312806871
29,843.8650122121875
30,10102.442783333334
31,542.8170386243387
32,4096.15107510867
33,727.4463627101155
34,657.9980440365192
35,2338.6080657639886
36,6296.80275
37,2511.721
38,2869.161281066416
39,654.524181224958
40,509.56976372867047
41,9162.044221176046
42,884.5637861863745
43,1753.494
44,10485.999286291488
45,2545.3854902199596
46,865.2435546820426
47,882.0933393833437
48,1184.5708057337108
49,2843.7812324971324
50,593.3402174159045
51,4567.484296177948
52,2933.9849113261744
53,6889.30323525412
54,5428.513651440932
55,2225.4282000000003
56,8883.055
57,2503.7924769256115
58,4439.803097916536
59,2617.5888226190473
60,1255.0331583132336
61,509.23670700056994
62,7103.388283725636
63,1166.0024666666666
64,8978.684306772657
65,17177.552675261268
66,936.0515040596832
67,11635.77058560606
68,5133.552758495035
69,9539.838
70,451.6811132633662
71,648.1187061254041
72,881.6253576331167
73,1304.206
74,5193.579590619381
75,1837.7349869316138
76,8975.445018648672
77,13747.026384199404
78,2796.058868055363
79,6574.376854071783
80,11048.075549144427
81,1953.3542183501584
82,14595.38709861168
83,6537.092473045911
84,818.2551991610578
85,7704.763365384616
86,1006.5862099870478
87,12183.047102857143
88,8462.56891939149
89,13261.4065
90,5012.349192026229
91,1361.681832070707
92,1015.5177682546338
93,912.4232794399496
94,15866.017
95,518.486
96,14717.709882252206
97,15050.999246492445
98,12647.278071428573
99,639.9409589743036
100,2450.719088235294
101,766.363360819054
102,643.020717712763
103,453.9471340360102
104,1014.6879743464052
105,1636.983334474843
106,1290.4527527391067
107,754.8768
108,1094.1277365079363
109,642.8503995649777
110,615.5808243819268
111,1011.1740479536011
112,1925.0692214646465
113,1623.884745358227
114,1520.5941404040404
115,5190.692332638394
116,5205.448191120992
117,16159.153203763335
118,495.079929685643
119,16604.878391134054
120,1334.4854210526316
121,1643.8704073901974
122,1123.3469836994282
123,476.65154287216416
124,861.7839597210916
125,1317.634
126,1142.7582208522417
127,13326.651
128,5202.707512405923
129,4987.919008611839
130,5993.151099149112
131,3303.746
132,6822.987958946608
133,1024.034955123493
134,3530.5592666666666
135,1033.1877495762901
136,588.1341468761528
137,7404.875406746031
138,537.4880847650886
139,4371.853195340802
140,801.248
141,1012.4840196078432
142,3637.200884017559
143,3626.5498011599516
144,741.2436863704341
145,6247.7679516288845
146,16026.7642566924
147,5310.680348853279
148,2534.3306009751705
149,1935.3679824675328
150,2353.686
151,1682.8592284687932
152,11697.352442889318
153,2839.3222855555555
154,667.7117749448214
155,15177.19520805484
156,3446.3388333333337
157,2818.8486850082923
158,4049.9942194543105
159,858.3744863260188
160,7689.2803
161,9672.77092996399
162,666.2158876961918
163,660.0166348665223
164,5523.68672436443
165,11583.391642857143
166,3342.5180027679257
167,4626.29955952381
168,3349.508134304584
169,11766.229643589744
170,685.9363492937472
171,1665.0687652512097
172,4760.874947812934
173,2142.82075
174,6421.790315762899
175,1780.9075338865425
176,4380.355214737199
177,3640.3360000000002
178,2603.1235342136456
179,3409.8624840409593
